Answers_ID,value,label,explanation
FAO_AID:155,2.5Y 5/2,2.5Y 5/2 (greyish brown),
FAO_AID:155,2.5Y 5/4,2.5Y 5/4 (light olive brown),
FAO_AID:155,2.5Y 5/6,2.5Y 5/6 (light olive brown),
FAO_AID:155,2.5Y 6/0,2.5Y 6/0 ((light) grey),
FAO_AID:155,2.5Y 6/2,2.5Y 6/2 (light brownish grey),
FAO_AID:155,2.5Y 6/4,2.5Y 6/4 (light yellowish brown),
FAO_AID:155,2.5Y 6/6,2.5Y 6/6 (olive yellow),
FAO_AID:155,2.5Y 6/8,2.5Y 6/8 (olive yellow),
FAO_AID:155,2.5Y 7/0,2.5Y 7/0 (light grey),
FAO_AID:155,2.5Y 7/2,2.5Y 7/2 (light grey),
FAO_AID:155,2.5Y 7/4,2.5Y 7/4 (pale yellow),
FAO_AID:155,2.5Y 7/6,2.5Y 7/6 (yellow),
FAO_AID:155,2.5Y 7/8,2.5Y 7/8 (yellow),
FAO_AID:155,2.5Y 8/0,2.5Y 8/0 (white),
FAO_AID:155,2.5Y 8/2,2.5Y 8/2 (white),
FAO_AID:155,2.5Y 8/4,2.5Y 8/4 (pale yellow),
FAO_AID:155,2.5Y 8/6,2.5Y 8/6 (yellow),
FAO_AID:155,2.5Y 8/8,2.5Y 8/8 (yellow),
FAO_AID:155,2.5YR 2.5/0,2.5YR 2.5/0 (black),
FAO_AID:155,2.5YR 2.5/2,2.5YR 2.5/2 (very dusky red),
FAO_AID:155,2.5YR 2.5/4,2.5YR 2.5/4 (dark reddish brown),
FAO_AID:155,2.5YR 3/0,2.5YR 3/0 (very dark grey),
FAO_AID:155,2.5YR 3/2,2.5YR 3/2 (dusky red),
FAO_AID:155,2.5YR 3/4,2.5YR 3/4 (dark reddish brown),
FAO_AID:155,2.5YR 3/6,2.5YR 3/6 (dark red),
FAO_AID:155,2.5YR 4/0,2.5YR 4/0 (dark grey),
FAO_AID:155,2.5YR 4/2,2.5YR 4/2 (weak red),
FAO_AID:155,2.5YR 4/4,2.5YR 4/4 (reddish brown),
FAO_AID:155,2.5YR 4/6,2.5YR 4/6 (red),
FAO_AID:155,2.5YR 4/8,2.5YR 4/8 (red),
FAO_AID:155,2.5YR 5/0,2.5YR 5/0 (grey),
FAO_AID:155,2.5YR 5/2,2.5YR 5/2 (weak red),
FAO_AID:155,2.5YR 5/4,2.5YR 5/4 (reddish brown),
FAO_AID:155,2.5YR 5/6,2.5YR 5/6 (red),
FAO_AID:155,2.5YR 5/8,2.5YR 5/8 (red),
FAO_AID:155,2.5YR 6/0,2.5YR 6/0 (gray),
FAO_AID:155,2.5YR 6/2,2.5YR 6/2 (pale red),
FAO_AID:155,2.5YR 6/4,2.5YR 6/4 (light reddish brown),
FAO_AID:155,2.5YR 6/6,2.5YR 6/6 (light red),
FAO_AID:155,2.5YR 6/8,2.5YR 6/8 (light red),
FAO_AID:155,5B 4/1,5B 4/1 (dark bluish grey),
FAO_AID:155,5B 5/1,5B 5/1 (bluish grey),
FAO_AID:155,5B 6/1,5B 6/1 (bluish grey),
FAO_AID:155,5B 7/1,5B 7/1 (light bluish grey),
FAO_AID:155,5BG 4/1,5BG 4/1 (dark greenish grey),
FAO_AID:155,5BG 5/1,5BG 5/1 (greenish grey),
FAO_AID:155,5BG 6/1,5BG 6/1 (greenish grey),
FAO_AID:155,5BG 7/1,5BG 7/1 (light greenish grey),
FAO_AID:155,5G 4/1,5G 4/1 (dark greenish grey),
FAO_AID:155,5G 4/2,5G 4/2 (greyish green),
FAO_AID:155,5G 5/1,5G 5/1 (greenish grey),
FAO_AID:155,5G 5/2,5G 5/2 (greyish green),
FAO_AID:155,5G 6/1,5G 6/1 (greenish grey),
FAO_AID:155,5G 6/2,5G 6/2 (pale green),
FAO_AID:155,5G 7/1,5G 7/1 (light greenish grey),
FAO_AID:155,5G 7/2,5G 7/2 (pale green),
FAO_AID:155,5GY 4/1,5GY 4/1 (dark greenish grey),
FAO_AID:155,5GY 5/1,5GY 5/1 (greenish grey),
FAO_AID:155,5GY 6/1,5GY 6/1 (greenish grey),
FAO_AID:155,5GY 7/1,5GY 7/1 (light greenish grey),
FAO_AID:155,5R 2.5/1,5R 2.5/1 (reddish black),
FAO_AID:155,5R 2.5/2,5R 2.5/2 (very dusky red),
FAO_AID:155,5R 2.5/3,5R 2.5/3 (very dusky red),
FAO_AID:155,5R 2.5/4,5R 2.5/4 (very dusky red),
FAO_AID:155,5R 2.5/6,5R 2.5/6 (dark red),
FAO_AID:155,5R 3/1,5R 3/1 (dark reddish grey),
FAO_AID:155,5R 3/2,5R 3/2 (dusky red),
FAO_AID:155,5R 3/3,5R 3/3 (dusky red),
FAO_AID:155,5R 3/4,5R 3/4 (dusky red),
FAO_AID:155,5R 3/6,5R 3/6 (dark red),
FAO_AID:155,5R 3/8,5R 3/8 (dark red),
FAO_AID:155,5R 4/1,5R 4/1 (dark reddish grey),
FAO_AID:155,5R 4/2,5R 4/2 (weak red),
FAO_AID:155,5R 4/3,5R 4/3 (weak red),
FAO_AID:155,5R 4/4,5R 4/4 (weak red),
FAO_AID:155,5R 4/6,5R 4/6 (red),
FAO_AID:155,5R 4/8,5R 4/8 (red),
FAO_AID:155,5R 5/1,5R 5/1 (reddish grey),
FAO_AID:155,5R 5/2,5R 5/2 (weak red),
FAO_AID:155,5R 5/3,5R 5/3 (weak red),
FAO_AID:155,5R 5/4,5R 5/4 (weak red),
FAO_AID:155,5R 5/6,5R 5/6 (red),
FAO_AID:155,5R 5/8,5R 5/8 (red),
FAO_AID:155,5R 6/1,5R 6/1 (reddish grey),
FAO_AID:155,5R 6/2,5R 6/2 (pale red),
FAO_AID:155,5R 6/3,5R 6/3 (pale red),
FAO_AID:155,5R 6/4,5R 6/4 (pale red),
FAO_AID:155,5R 6/6,5R 6/6 (light red),
FAO_AID:155,5R 6/8,5R 6/8 (light red),
FAO_AID:155,5Y 2.5/1,5Y 2.5/1 (black),
FAO_AID:155,5Y 2.5/2,5Y 2.5/2 (black),
FAO_AID:155,5Y 3/1,5Y 3/1 (very dark grey),
FAO_AID:155,5Y 3/2,5Y 3/2 (dark olive grey),
FAO_AID:155,5Y 4/1,5Y 4/1 (dark grey),
FAO_AID:155,5Y 4/2,5Y 4/2 (olive grey),
FAO_AID:155,5Y 4/3,5Y 4/3 (olive),
FAO_AID:155,5Y 4/4,5Y 4/4 (olive),
FAO_AID:155,5Y 5/1,5Y 5/1 (grey),
FAO_AID:155,5Y 5/2,5Y 5/2 (olive grey),
FAO_AID:155,5Y 5/3,5Y 5/3 (olive),
FAO_AID:155,5Y 5/4,5Y 5/4 (olive),
FAO_AID:155,5Y 5/6,5Y 5/6 (olive),
FAO_AID:155,5Y 6/1,5Y 6/1 ((light) grey),
FAO_AID:155,5Y 6/2,5Y 6/2 (light olive grey),
FAO_AID:155,5Y 6/3,5Y 6/3 (pale olive),
FAO_AID:155,5Y 6/4,5Y 6/4 (pale olive),
FAO_AID:155,5Y 6/6,5Y 6/6 (olive yellow),
FAO_AID:155,5Y 6/8,5Y 6/8 (olive yellow),
FAO_AID:155,5Y 7/1,5Y 7/1 (light grey),
FAO_AID:155,5Y 7/2,5Y 7/2 (light grey),
FAO_AID:155,5Y 7/3,5Y 7/3 (pale yellow),
FAO_AID:155,5Y 7/4,5Y 7/4 (pale yellow),
FAO_AID:155,5Y 7/6,5Y 7/6 (yellow),
FAO_AID:155,5Y 7/8,5Y 7/8 (yellow),
FAO_AID:155,5Y 8/1,5Y 8/1 (white),
FAO_AID:155,5Y 8/2,5Y 8/2 (white),
FAO_AID:155,5Y 8/3,5Y 8/3 (pale yellow),
FAO_AID:155,5Y 8/4,5Y 8/4 (pale yellow),
FAO_AID:155,5Y 8/6,5Y 8/6 (yellow),
FAO_AID:155,5Y 8/8,5Y 8/8 (yellow),
FAO_AID:155,5YR 2.5/1,5YR 2.5/1 (black),
FAO_AID:155,5YR 2.5/2,5YR 2.5/2 (dark reddish brown),
FAO_AID:155,5YR 3/1,5YR 3/1 (very dark grey),
FAO_AID:155,5YR 3/2,5YR 3/2 (dark reddish brown),
FAO_AID:155,5YR 3/3,5YR 3/3 (dark reddish brown),
FAO_AID:155,5YR 3/4,5YR 3/4 (dark reddish brown),
FAO_AID:155,5YR 4/1,5YR 4/1 (dark grey),
FAO_AID:155,5YR 4/2,5YR 4/2 (dark reddish grey),
FAO_AID:155,5YR 4/3,5YR 4/3 (reddish brown),
FAO_AID:155,5YR 4/4,5YR 4/4 (reddish brown),
FAO_AID:155,5YR 4/6,5YR 4/6 (yellowish red),
FAO_AID:155,5YR 5/1,5YR 5/1 (grey),
FAO_AID:155,5YR 5/2,5YR 5/2 (reddish grey),
FAO_AID:155,10R 2.5/1,10R 2.5/1 (reddish black),
FAO_AID:155,10R 2.5/2,10R 2.5/2 (very dusky red),
FAO_AID:155,10R 3/1,10R 3/1 (dark reddish grey),
FAO_AID:155,10R 3/2,10R 3/2 (dusky red),
FAO_AID:155,10R 3/3,10R 3/3 (dusky red),
FAO_AID:155,10R 3/4,10R 3/4 (dusky red),
FAO_AID:155,10R 3/6,10R 3/6 (dark red),
FAO_AID:155,5YR 5/3,5YR 5/3 (reddish brown),
FAO_AID:155,5YR 5/4,5YR 5/4 (reddish brown),
FAO_AID:155,5YR 5/6,5YR 5/6 (yellowish red),
FAO_AID:155,5YR 5/8,5YR 5/8 (yellowish red),
FAO_AID:155,5YR 6/1,5YR 6/1 ((light) grey),
FAO_AID:155,5YR 6/2,5YR 6/2 (pinkish grey),
FAO_AID:155,5YR 6/3,5YR 6/3 (light reddish brown),
FAO_AID:155,5YR 6/4,5YR 6/4 (light reddish brown),
FAO_AID:155,5YR 6/6,5YR 6/6 (reddish yellow),
FAO_AID:155,5YR 6/8,5YR 6/8 (reddish yellow),
FAO_AID:155,5YR 7/1,5YR 7/1 (light grey),
FAO_AID:155,5YR 7/2,5YR 7/2 (pinkish grey),
FAO_AID:155,5YR 7/3,5YR 7/3 (pink),
FAO_AID:155,5YR 7/4,5YR 7/4 (pink),
FAO_AID:155,5YR 7/6,5YR 7/6 (reddish yellow),
FAO_AID:155,5YR 7/8,5YR 7/8 (reddish yellow),
FAO_AID:155,5YR 8/1,5YR 8/1 (white),
FAO_AID:155,5YR 8/2,5YR 8/2 (pinkish white),
FAO_AID:155,5YR 8/3,5YR 8/3 (pink),
FAO_AID:155,5YR 8/4,5YR 8/4 (pink),
FAO_AID:155,7.5GY 2.5/0,7.5GY 2.5/0 (- blank -),
FAO_AID:155,7.5GY 3/0,7.5GY 3/0 (- blank -),
FAO_AID:155,7.5GY 3/2,7.5GY 3/2 (- blank -),
FAO_AID:155,7.5GY 4/0,7.5GY 4/0 (- blank -),
FAO_AID:155,7.5GY 4/2,7.5GY 4/2 (- blank -),
FAO_AID:155,7.5GY 4/4,7.5GY 4/4 (- blank -),
FAO_AID:155,7.5GY 5/0,7.5GY 5/0 (- blank -),
FAO_AID:155,7.5GY 5/2,7.5GY 5/2 (- blank -),
FAO_AID:155,7.5GY 5/4,7.5GY 5/4 (- blank -),
FAO_AID:155,7.5GY 5/6,7.5GY 5/6 (- blank -),
FAO_AID:155,7.5GY 6/0,7.5GY 6/0 (- blank -),
FAO_AID:155,7.5GY 6/10,7.5GY 6/10 (- blank -),
FAO_AID:155,7.5GY 6/2,7.5GY 6/2 (- blank -),
FAO_AID:155,7.5GY 6/4,7.5GY 6/4 (- blank -),
FAO_AID:155,7.5GY 6/6,7.5GY 6/6 (- blank -),
FAO_AID:155,7.5GY 6/8,7.5GY 6/8 (- blank -),
FAO_AID:155,7.5GY 7/0,7.5GY 7/0 (- blank -),
FAO_AID:155,7.5GY 7/10,7.5GY 7/10 (- blank -),
FAO_AID:155,7.5GY 7/2,7.5GY 7/2 (- blank -),
FAO_AID:155,7.5GY 7/4,7.5GY 7/4 (- blank -),
FAO_AID:155,7.5GY 7/6,7.5GY 7/6 (- blank -),
FAO_AID:155,7.5GY 7/8,7.5GY 7/8 (- blank -),
FAO_AID:155,7.5GY 8/0,7.5GY 8/0 (- blank -),
FAO_AID:155,7.5GY 8/2,7.5GY 8/2 (- blank -),
FAO_AID:155,7.5GY 8/4,7.5GY 8/4 (- blank -),
FAO_AID:155,7.5GY 8/6,7.5GY 8/6 (- blank -),
FAO_AID:155,7.5GY 8/8,7.5GY 8/8 (- blank -),
FAO_AID:155,7.5R 2.5/0,7.5R 2.5/0 (black),
FAO_AID:155,7.5R 2.5/2,7.5R 2.5/2 (very dusky red),
FAO_AID:155,7.5R 2.5/4,7.5R 2.5/4 (very dusky red),
FAO_AID:155,7.5R 3/0,7.5R 3/0 (very dark grey),
FAO_AID:155,7.5R 3/2,7.5R 3/2 (dusky red),
FAO_AID:155,7.5R 3/4,7.5R 3/4 (dusky red),
FAO_AID:155,7.5R 3/6,7.5R 3/6 (dark red),
FAO_AID:155,7.5R 3/8,7.5R 3/8 (dark red),
FAO_AID:155,7.5R 4/0,7.5R 4/0 (dark grey),
FAO_AID:155,7.5R 4/2,7.5R 4/2 (weak red),
FAO_AID:155,7.5R 4/4,7.5R 4/4 (weak red),
FAO_AID:155,7.5R 4/6,7.5R 4/6 (red),
FAO_AID:155,7.5R 4/8,7.5R 4/8 (red),
FAO_AID:155,7.5R 5/0,7.5R 5/0 (grey),
FAO_AID:155,7.5R 5/2,7.5R 5/2 (weak red),
FAO_AID:155,7.5R 5/4,7.5R 5/4 (weak red),
FAO_AID:155,7.5R 5/6,7.5R 5/6 (red),
FAO_AID:155,7.5R 5/8,7.5R 5/8 (red),
FAO_AID:155,7.5R 6/0,7.5R 6/0 (grey),
FAO_AID:155,7.5R 6/2,7.5R 6/2 (pale red),
FAO_AID:155,7.5R 6/4,7.5R 6/4 (pale red),
FAO_AID:155,7.5R 6/6,7.5R 6/6 (light red),
FAO_AID:155,7.5R 6/8,7.5R 6/8 (light red),
FAO_AID:155,7.5Y 2.5/0,7.5Y 2.5/0 (- blank -),
FAO_AID:155,7.5Y 3/0,7.5Y 3/0 (- blank -),
FAO_AID:155,7.5Y 3/2,7.5Y 3/2 (olive black),
FAO_AID:155,7.5Y 4/0,7.5Y 4/0 (- blank -),
FAO_AID:155,7.5Y 4/2,7.5Y 4/2 (greyish olive),
FAO_AID:155,7.5Y 5/0,7.5Y 5/0 (- blank -),
FAO_AID:155,7.5Y 5/2,7.5Y 5/2 (greyish olive),
FAO_AID:155,7.5Y 5/4,7.5Y 5/4 (- blank -),
FAO_AID:155,7.5Y 6/0,7.5Y 6/0 (- blank -),
FAO_AID:155,7.5Y 6/2,7.5Y 6/2 (greyish olive),
FAO_AID:155,7.5Y 6/4,7.5Y 6/4 (- blank -),
FAO_AID:155,7.5Y 6/6,7.5Y 6/6 (- blank -),
FAO_AID:155,7.5Y 7/0,7.5Y 7/0 (- blank -),
FAO_AID:155,7.5Y 7/10,7.5Y 7/10 (- blank -),
FAO_AID:155,7.5Y 7/2,7.5Y 7/2 (light grey),
FAO_AID:155,7.5Y 7/4,7.5Y 7/4 (- blank -),
FAO_AID:155,7.5Y 7/6,7.5Y 7/6 (- blank -),
FAO_AID:155,7.5Y 7/8,7.5Y 7/8 (- blank -),
FAO_AID:155,7.5Y 8/0,7.5Y 8/0 (- blank -),
FAO_AID:155,7.5Y 8/10,7.5Y 8/10 (- blank -),
FAO_AID:155,7.5Y 8/2,7.5Y 8/2 (light grey),
FAO_AID:155,7.5Y 8/4,7.5Y 8/4 (- blank -),
FAO_AID:155,7.5Y 8/6,7.5Y 8/6 (- blank -),
FAO_AID:155,7.5Y 8/8,7.5Y 8/8 (- blank -),
FAO_AID:155,7.5YR 2/0,7.5YR 2/0 (black),
FAO_AID:155,7.5YR 2/2,7.5YR 2/2 (very dark brown),
FAO_AID:155,7.5YR 2/4,7.5YR 2/4 (very dark brown),
FAO_AID:155,7.5YR 3/0,7.5YR 3/0 (very dark grey),
FAO_AID:155,7.5YR 3/2,7.5YR 3/2 (dark brown),
FAO_AID:155,7.5YR 3/4,7.5YR 3/4 (dark brown),
FAO_AID:155,7.5YR 4/0,7.5YR 4/0 (dark grey),
FAO_AID:155,7.5YR 4/2,7.5YR 4/2 ((dark) brown),
FAO_AID:155,7.5YR 4/4,7.5YR 4/4 ((dark) brown),
FAO_AID:155,7.5YR 4/6,7.5YR 4/6 (strong brown),
FAO_AID:155,7.5YR 5/0,7.5YR 5/0 (grey),
FAO_AID:155,7.5YR 5/2,7.5YR 5/2 (brown),
FAO_AID:155,7.5YR 5/4,7.5YR 5/4 (brown),
FAO_AID:155,7.5YR 5/6,7.5YR 5/6 (strong brown),
FAO_AID:155,7.5YR 5/8,7.5YR 5/8 (strong brown),
FAO_AID:155,7.5YR 6/0,7.5YR 6/0 ((light) grey),
FAO_AID:155,7.5YR 6/2,7.5YR 6/2 (pinkish grey),
FAO_AID:155,7.5YR 6/4,7.5YR 6/4 (light brown),
FAO_AID:155,7.5YR 6/6,7.5YR 6/6 (reddish yellow),
FAO_AID:155,7.5YR 6/8,7.5YR 6/8 (reddish yellow),
FAO_AID:155,7.5YR 7/0,7.5YR 7/0 (light grey),
FAO_AID:155,7.5YR 7/2,7.5YR 7/2 (pinkish grey),
FAO_AID:155,7.5YR 7/4,7.5YR 7/4 (pink),
FAO_AID:155,7.5YR 7/6,7.5YR 7/6 (reddish yellow),
FAO_AID:155,7.5YR 7/8,7.5YR 7/8 (reddish yellow),
FAO_AID:155,7.5YR 8/0,7.5YR 8/0 (white),
FAO_AID:155,7.5YR 8/2,7.5YR 8/2 (pinkish white),
FAO_AID:155,7.5YR 8/4,7.5YR 8/4 (pink),
FAO_AID:155,7.5YR 8/6,7.5YR 8/6 (reddish yellow),
FAO_AID:155,N 2.5/,N 2.5/ (black),
FAO_AID:155,N 2/,N 2/ (black),
FAO_AID:155,N 3/,N 3/ (very dark grey),
FAO_AID:155,N 4/,N 4/ (dark grey),
FAO_AID:155,N 5/,N 5/ (grey),
FAO_AID:155,N 6/,N 6/ ((light) grey),
FAO_AID:155,N 7/,N 7/ (light grey),
FAO_AID:155,N 8/,N 8/ (white),
FAO_AID:P35T32,N,None (0%),
FAO_AID:P35T32,V,Very few (0-2%),
FAO_AID:P35T32,F,Few (2-5%),
FAO_AID:P35T32,C,Common (5-15%),
FAO_AID:P35T32,M,Many (15-40%),
FAO_AID:P35T32,A,Abundant (> 40%),
FAO_AID:P35T33,V,Very fine (< 2 mm),
FAO_AID:P35T33,F,Fine (2-6 mm),
FAO_AID:P35T33,M,Medium (6-20 mm),
FAO_AID:P35T33,C,Coarse (> 20 mm),
FAO_AID:P36T34,F,Faint,"The mottles are evident only on close examination. Soil colours in both the matrix and mottles have closely related hues, chromas and values."
FAO_AID:P36T34,D,Distinct,"Although not striking, the mottles are readily seen. The hue, chroma and value of the matrix are easily distinguished from those of the mottles. They may vary by as much as 2.5 units of hue or several units in chroma or value."
FAO_AID:P36T34,P,Prominent,"The mottles are conspicuous and mottling is one of the outstanding features of the horizon. Hue, chroma and value alone or in combination are at least several units apart."
FAO_AID:P36T35,S,Sharp (< 0.5 mm),
FAO_AID:P36T35,C,Clear (0.5-2 mm),
FAO_AID:P36T35,D,Diffuse (> 2 mm),
FAO_AID:P38T38,N,Non-calcareous (0%),No detectable visible or audible effervescence.
FAO_AID:P38T38,SL,Slightly calcareous (0–2%),Audible effervescence but not visible.
FAO_AID:P38T38,MO,Moderately calcareous (2–10%),Visible effervescence.
FAO_AID:P38T38,ST,Strongly calcareous (10–25%),Strong visible effervescence. Bubbles form a low foam.
FAO_AID:P38T38,EX,Extremely calcareous (> 25%),Extremely strong reaction. Thick foam forms quickly.
FAO_AID:P38T39,SC,Soft concretions,
FAO_AID:P38T39,HC,Hard concretions,
FAO_AID:P38T39,HHC,Hard hollow concretions,
FAO_AID:P38T39,D,Disperse powdery lime,
FAO_AID:P38T39,PM,"Pseudomycelia (carbonate infillings in pores, resembling mycelia)",Pseudomycelia carbonates are not regarded as “secondary carbonates” if they migrate seasonally and have no permanent depth.
FAO_AID:P38T39,M,Marl layer,
FAO_AID:P38T39,HL,Hard cemented layer or layers of carbonates (less than 10 cm thick),
FAO_AID:P39T40,N,Non-gypsiric (0%),"EC = < 1.8 dS m-1 in 10 g soil/25 ml H2O, EC = < 0.18 dS m-1 in 10 g soil/250 ml H2O"
FAO_AID:P39T40,SL,Slightly gypsiric (0–5%),EC = < 1.8 dS m-1 in 10 g soil/250 ml H2O
FAO_AID:P39T40,MO,Moderately gypsiric (5–15%),EC = > 1.8 dS m-1 in 10 g soil/250 ml H2O
FAO_AID:P39T40,ST,Strongly gypsiric (15–60%),Higher amounts may be differentiated by abundance of H2O-soluble pseudomycelia/crystals and soil colour.
FAO_AID:P39T40,EX,Extremely gypsiric (> 60%),
FAO_AID:P39T41,SC,Soft concretions,
FAO_AID:P39T41,D,Disperse powdery gypsum,
FAO_AID:P39T41,G,“Gazha” (clayey water-saturated layer with high gypsum content),
FAO_AID:P39T41,HL,Hard cemented layer or layers of gypsum (less than 10 cm thick),
FAO_AID:P39T42,N,(nearly) Not salty,ECse in dS / m: < 0.75
FAO_AID:P39T42,SL,Slightly salty,ECse in dS / m: 0.75–2
FAO_AID:P39T42,MO,Moderately salty,ECse in dS / m: 2–4
FAO_AID:P39T42,ST,Strongly salty,ECse in dS / m: 4–8
FAO_AID:P39T42,VST,Very strongly salty,ECse in dS / m: 8–15
FAO_AID:P39T42,EX,Extremely salty,ECse in dS / m: > 15
FAO_AID:P41,IP,Indicator paper,
FAO_AID:P41,SS,Soil suspension,
FAO_AID:P41,PP,Portable pH meter (0.1 M CaCl2),
FAO_AID:P41,P1,Portable pH meter (1 M KCl),
FAO_AID:P41,OT,Other,
FAO_AID:P42T45,N,None,No odour detected
FAO_AID:P42T45,P,Petrochemical,"Presence of gaseous or liquid gasoline, oil, creosote, etc."
FAO_AID:P42T45,S,Sulphurous,Presence of H2S (hydrogen sulphide; “rotten eggs”); commonly associated with strongly reduced soil containing sulphur compounds.
FAO_AID:P45T47,WE,Weak,"Aggregates are barely observable in place and there is only a weak arrangement of natural surfaces of weakness. When gently disturbed, the soil material breaks into a mixture of few entire aggregates, many broken aggregates, and much material without aggregate faces. Aggregate surfaces differ in some way from the aggregate interior."
FAO_AID:P45T47,MO,Moderate,"Aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors."
FAO_AID:P45T47,ST,Strong,"Aggregates are clearly observable in place and there is a prominent arrangement of natural surfaces of weakness. When disturbed, the soil material separates mainly into entire aggregates. Aggregates surfaces generally differ markedly from aggregate interiors."
FAO_AID:P45T47,WM,Weak to moderate,"Weak: aggregates are barely observable in place and there is only a weak arrangement of natural surfaces of weakness. When gently disturbed, the soil material breaks into a mixture of few entire aggregates, many broken aggregates, and much material without aggregate faces. Aggregate surfaces differ in some way from the aggregate interior. Moderate: aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors."
FAO_AID:P45T47,MS,Moderate to strong,"Moderate: aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors. Strong: aggregates are clearly observable in place and there is a prominent arrangement of natural surfaces of weakness. When disturbed, the soil material separates mainly into entire aggregates. Aggregates surfaces generally differ markedly from aggregate interiors."
FAO_AID:P45T47,VW,Very weak,
FAO_AID:P45T47,VS,Very strong,
FAO_AID:P47T50,V,Very fine,
FAO_AID:P47T50,F,Fine,
FAO_AID:P47T50,M,Medium,
FAO_AID:P47T50,C,Coarse,
FAO_AID:P47T50,X,Very coarse,
FAO_AID:P47T50,E,Extremely coarse,
FAO_AID:P46T49,RS,Rock structure,
FAO_AID:P46T49,SS,Stratified structure,
FAO_AID:P46T49,SG,Single grain,
FAO_AID:P46T49,MA,Massive,
FAO_AID:P46T49,PM,Porous massive,
FAO_AID:P46T49,BL,Blocky,
FAO_AID:P46T49,AB,Angular blocky,
FAO_AID:P46T49,AP,Angular blocky (parallelepiped),
FAO_AID:P46T49,AS,Angular and subangular blocky,
FAO_AID:P46T49,AW,Angular blocky (wedge-shaped),
FAO_AID:P46T49,SA,Subangular and angular blocky,
FAO_AID:P46T49,SB,Subangular blocky,
FAO_AID:P46T49,SN,Nutty subangular blocky,
FAO_AID:P46T49,PR,Prismatic,
FAO_AID:P46T49,PS,Subangular prismatic,
FAO_AID:P46T49,WE,Wedge-shaped,
FAO_AID:P46T49,CO,Columnar,
FAO_AID:P46T49,GR,Granular,
FAO_AID:P46T49,WC,Worm casts,
FAO_AID:P46T49,PL,Platy,
FAO_AID:P46T49,CL,Cloddy,
FAO_AID:P46T49,CR,Crumbly,
FAO_AID:P46T49,LU,Lumpy,
FAO_AID:P48T53,SHA,Slightly hard,Weakly resistant to pressure; easily broken between thumb and forefinger.
FAO_AID:P48T53,HA,Hard,Moderately resistant to pressure; can be broken in the hands; not breakable between thumb and forefinger.
FAO_AID:P48T53,VHA,Very hard,Very resistant to pressure; can be broken in the hands only with difficulty.
FAO_AID:P48T53,LO,Loose,Non-coherent.
FAO_AID:P48T53,SO,Soft,Soil mass is very weakly coherent and fragile; breaks to powder or individual grains under very slight pressure.
FAO_AID:P48T53,EHA,Extremely hard,Extremely resistant to pressure; cannot be broken in the hand.
FAO_AID:P48T53,SSH,Soft to slightly hard,
FAO_AID:P48T53,SHH,Slightly hard to hard,
FAO_AID:P48T53,HVH,Hard to very hard,
FAO_AID:P49T54,LO,Loose,Non-coherent.
FAO_AID:P49T54,VFR,Very friable,"Soil material crushes under very gentle pressure, but coheres when pressed together."
FAO_AID:P49T54,FR,Friable,"Soil material crushes easily under gentle to moderate pressure between thumb and forefinger, and coheres when pressed together."
FAO_AID:P49T54,FI,Firm,"Soil material crushes under moderate pressure between thumb and forefinger, but resistance is distinctly noticeable."
FAO_AID:P49T54,VFI,Very firm,Soil material crushes under strong pressures; barely crushable between thumb and forefinger.
FAO_AID:P49T54,EFI,Extremely firm,Soil material crushes only under very strong pressure; cannot be crushed between thumb and forefinger.
FAO_AID:P49T54,VFF,Very friable to friable,
FAO_AID:P49T54,FRF,Friable to firm,
FAO_AID:P49T54,FVF,Firm to very firm,
FAO_AID:P49T55,NST,Non-sticky,"After release of pressure, practically no soil material adheres to thumb and finger."
FAO_AID:P49T55,SST,Slightly sticky,"After pressure, soil material adheres to both thumb and finger but comes off one or the other rather cleanly. It is not appreciably stretched when the digits are separated."
FAO_AID:P49T55,ST,Sticky,"After pressure, soil material adheres to both thumb and finger and tends to stretch somewhat and pull apart rather than pulling free from either digit."
FAO_AID:P49T55,VST,Very sticky,"After pressure, soil material adheres strongly to both thumb and finger and is decidedly stretched when they are separated."
FAO_AID:P49T55,SSS,slightly sticky to sticky,
FAO_AID:P49T55,SVS,sticky to very sticky,
FAO_AID:P49T56,NPL,Non-plastic,No wire is formable.
FAO_AID:P49T56,SPL,Slightly plastic,Wire formable but breaks immediately if bent into a ring; soil mass deformed by very slight force.
FAO_AID:P49T56,PL,Plastic,Wire formable but breaks if bent into a ring; slight to moderate force required for deformation of the soil mass.
FAO_AID:P49T56,VPL,Very plastic,Wire formable and can be bent into a ring; moderately strong to very strong force required for deformation of the soil mass.
FAO_AID:P49T56,SPP,slightly plastic to plastic,
FAO_AID:P49T56,PVP,plastic to very plastic,
